   3.1377262155186776e-02	   1.9214291655321450e-01	   9.3415969197449919e-02	   5.1428198756434208e-02	  -4.4553015268024701e-02	  -1.3580368504264237e-01	
  -3.7094672201214463e-01	   1.8599500571442312e-01	  -7.1988203434865491e-02	   6.4483588195197353e-02	   1.3504309344309715e-01	   9.2562607084868687e-02	
  -4.7498765165644108e-02	   9.3356392145898456e-02	   4.2387341808782793e-02	  -1.5316347659865993e-02	   1.8504794370133754e-01	   3.3828343816119644e-01	
  -2.0037104080226428e-01	   1.4847767642889884e-01	  -3.3989623772670279e-02	  -7.6787105328711247e-02	   2.4734844999664293e-01	   5.2884923701144493e-01	
   6.9348988834038908e-02	   1.8474016888143296e-01	   1.2186906098377416e-01	  -3.4008051964158223e-02	  -9.6075266040107771e-02	   1.7824488737301944e-01	
   5.1906956229780921e-02	   1.6873525454835989e-01	   1.1242696380703888e-02	   2.0137684553539006e-01	   1.1685568114337645e-01	   3.6116859332429985e-01	
  -2.0699139544765408e-01	   2.3277399479401781e-01	   7.3349188408097468e-02	   2.4497006286267026e-01	   1.6429308786755709e-01	   2.5218983328756911e-01	
   4.6500118024508534e-02	   2.2385658450341994e-01	   3.9201563708811682e-01	   1.2100230601827926e-01	   9.4380143452404308e-02	   1.8968834885959066e-01	
   4.7907383755700110e-03	   4.1476083700168344e-02	  -2.2152561052640723e-02	   4.7810697370511974e-02	  -7.5539631632374468e-02	   2.9030430086009240e-01	
  -2.8933764981854418e-02	  -1.3996220676164514e-01	  -2.0008124788962775e-03	   1.6953359357652906e-01	   3.6115678588863848e-01	   2.4173295704823766e-01	
  -8.6011991419385800e-02	   4.6112446166015057e-02	   1.1037197047812121e-01	  -4.2461133621309766e-02	   2.4429514609803912e-01	   1.9256242542239035e-01	
   1.1389049091654786e-01	   2.2136604346695618e-01	  -2.0056890911929104e-01	   1.9108757812859822e-01	   6.0982817342347131e-02	  -5.3966744832540790e-02	
  -1.7191511297300194e-01	   2.5644014079970040e-01	   3.5736447810775457e-01	   1.0398279161246797e-02	   1.4052751578714001e-01	   4.6482626273019151e-01	
   7.5624562467543066e-02	   2.0794309052515314e-01	  -1.7401388493734013e-01	   4.2068422907716389e-02	  -2.9146892916262718e-01	  -6.9184113704023220e-02	
  -2.6162687708733567e-01	   2.2033198572442661e-01	   8.1619013102481139e-02	  -3.8111670947402171e-02	  -5.1594757571894259e-02	  -2.3303179018120609e-02	
  -1.0760663007707762e-01	   3.7168579234915294e-01	  -7.6768349846048342e-02	  -7.0813002537428499e-04	  -1.2796610202319536e-01	   1.3657346487482253e-01	
  -4.6797008016076731e-02	   3.0502965023158179e-03	  -2.3837191857233395e-01	   1.7798129573077654e-02	   1.5673224499675659e-01	  -1.7133662116325086e-02	
  -2.0988648194120738e-01	   7.4135403691514987e-02	  -1.3571840474987371e-01	   2.3621907691163324e-01	  -2.1603034145696440e-01	  -7.3776950604403424e-02	
  -1.4748397504846539e-01	   1.1918800983003831e-01	  -9.9824618901672837e-02	   2.1528240707757931e-01	   4.2014318281248031e-01	   4.1591693738955204e-01	
  -1.6065503633147210e-01	   3.3088461663374796e-01	   2.7982334990281588e-01	  -1.3022644667525549e-01	  -1.2701243199765544e-01	   4.0081576394378743e-01	
  -9.5512766537445185e-02	   4.8395634075281836e-02	   2.2874267151206445e-01	   3.1884043270463944e-02	  -4.7697093249554658e-02	   2.1159142599162316e-02	
   6.9718494593505653e-02	  -1.1389033035323312e-01	   1.2804408851241234e-01	   1.0780377010803505e-01	   3.3951582365026506e-01	   3.5339314887385515e-01	
